name,main_category,sub_category,ratings,no_of_ratings,combined_features
RAMRAJ COTTON Men Green Polycotton Formal Solid Shirt Full Sleeves,men's clothing,Shirts,0.0,0.0,RAMRAJ COTTON Men Green Polycotton Formal Solid Shirt Full Sleeves men's clothing Shirts
"FACTOR NOTES Notebook: 90 GSM, B6, Ruled, 112 Pages Journal Diary (Sunshine Mixed with a Hurricane)","tv, audio & cameras",All Electronics,4.2,0.0,"FACTOR NOTES Notebook: 90 GSM, B6, Ruled, 112 Pages Journal Diary (Sunshine Mixed with a Hurricane) tv, audio & cameras All Electronics"
CALANDIS VMC-MD3 USB Charging Cable for Sony CyberShot DSC-WX5C WX7 WX9 WX10 WX30 T99,"tv, audio & cameras",Camera Accessories,0.0,0.0,"CALANDIS VMC-MD3 USB Charging Cable for Sony CyberShot DSC-WX5C WX7 WX9 WX10 WX30 T99 tv, audio & cameras Camera Accessories"
Tempt® Glider TWS Passive Environmental Noise Cancellation True Wireless Earbuds OxyAcoustics Pure Sound Technology |14mm ...,"tv, audio & cameras",Headphones,5.0,1.0,"Tempt® Glider TWS Passive Environmental Noise Cancellation True Wireless Earbuds OxyAcoustics Pure Sound Technology |14mm ... tv, audio & cameras Headphones"
"KREVIA Men's Wooden Heart Shape Lapel Pin Fashion Jewelry Suit Brooches Accessories For Wedding(1Piece, Brown)",accessories,Jewellery,0.0,0.0,"KREVIA Men's Wooden Heart Shape Lapel Pin Fashion Jewelry Suit Brooches Accessories For Wedding(1Piece, Brown) accessories Jewellery"
UniqueArt White Stone God Ganesha with Rosewooden Base Car Dashboard Decor Statue | Hindu Idol God Ganesh Ganpati Decor Sc...,"tv, audio & cameras",All Electronics,4.3,0.0,"UniqueArt White Stone God Ganesha with Rosewooden Base Car Dashboard Decor Statue | Hindu Idol God Ganesh Ganpati Decor Sc... tv, audio & cameras All Electronics"
URBARO Men's Slim Fit Casual Shirt (22USH0789),men's clothing,Shirts,0.0,0.0,URBARO Men's Slim Fit Casual Shirt (22USH0789) men's clothing Shirts
Laptop Backpack for 16-inch Laptop Notebook Business Travel Backpack with USB Charging Port Lage Strap Multi-Function Wate...,bags & luggage,Backpacks,0.0,0.0,Laptop Backpack for 16-inch Laptop Notebook Business Travel Backpack with USB Charging Port Lage Strap Multi-Function Wate... bags & luggage Backpacks
The Headscarves Beautiful Printed Soft Multicolor Short And Long Tails Headwraps,women's clothing,Clothing,4.1,78.0,The Headscarves Beautiful Printed Soft Multicolor Short And Long Tails Headwraps women's clothing Clothing
"QemiQ®-""Fan Speed Controller Knob""(Large Size)-"" 4 Unit's""-(7mm Hole) White.",appliances,Heating & Cooling Appliances,3.2,6.0,"QemiQ®-""Fan Speed Controller Knob""(Large Size)-"" 4 Unit's""-(7mm Hole) White. appliances Heating & Cooling Appliances"
"Jute Bag 3, Multicolour Pattern YBM Printed Design Tiffin/Shopping/Grocery Hand Bag with Zip & Handle for Men and Women, J...",accessories,Handbags & Clutches,3.5,5.0,"Jute Bag 3, Multicolour Pattern YBM Printed Design Tiffin/Shopping/Grocery Hand Bag with Zip & Handle for Men and Women, J... accessories Handbags & Clutches"
Indian Terrain Men's Checkered Slim Fit Casual Shirt (ITMSH02243BurgundyLS_Burgundy_S),men's clothing,Shirts,3.0,1.0,Indian Terrain Men's Checkered Slim Fit Casual Shirt (ITMSH02243BurgundyLS_Burgundy_S) men's clothing Shirts
"TYPE-C Earphone for Google Pixel 7 Pro in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 1...","tv, audio & cameras",Headphones,0.0,0.0,"TYPE-C Earphone for Google Pixel 7 Pro in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 1... tv, audio & cameras Headphones"
Miss Chase Women's Off White Halter Neck Sleeveless Solid Pleated Regular Length Sequins Paneled Jumpsuit,women's clothing,Western Wear,3.7,77.0,Miss Chase Women's Off White Halter Neck Sleeveless Solid Pleated Regular Length Sequins Paneled Jumpsuit women's clothing Western Wear
"Kreeva Velvet Floral 6 Piece 5 Seater Sofa Cover and Chair Set (3+1+1), Onion Purple",home & kitchen,Home Furnishing,4.2,83.0,"Kreeva Velvet Floral 6 Piece 5 Seater Sofa Cover and Chair Set (3+1+1), Onion Purple home & kitchen Home Furnishing"
TAGAS Baby-Girls Frock,kids' fashion,Kids' Clothing,4.5,63.0,TAGAS Baby-Girls Frock kids' fashion Kids' Clothing
KIARVI GALLERY Analogue Men's and Women's Couple Watch and King Queen Bracelet Combo (Black Dial Black Colored Strap) (Pac...,accessories,Watches,3.7,197.0,KIARVI GALLERY Analogue Men's and Women's Couple Watch and King Queen Bracelet Combo (Black Dial Black Colored Strap) (Pac... accessories Watches
"USL Men's and Women's Cotton Full Hand Arm Sleeves (Skin, Free Size) Pack Of 1 Pair (Skin) (Black)",car & motorbike,All Car & Motorbike Products,3.3,71.0,"USL Men's and Women's Cotton Full Hand Arm Sleeves (Skin, Free Size) Pack Of 1 Pair (Skin) (Black) car & motorbike All Car & Motorbike Products"
STYLEYOO Slip-On Genuine Leather Formal Shoes for Men |STYS001|,men's shoes,Formal Shoes,5.0,2.0,STYLEYOO Slip-On Genuine Leather Formal Shoes for Men |STYS001| men's shoes Formal Shoes
INKMILAN Leather womens Purse(Green),bags & luggage,Wallets,4.6,52.0,INKMILAN Leather womens Purse(Green) bags & luggage Wallets
HYATT Leather Accessories Full-Grain Natural Cro Leather Top-Handle satchel Handbags & Shoulder Sling Bags For Women Offic...,accessories,Bags & Luggage,5.0,5.0,HYATT Leather Accessories Full-Grain Natural Cro Leather Top-Handle satchel Handbags & Shoulder Sling Bags For Women Offic... accessories Bags & Luggage
FROZIL Analogue Pink Blue Black SKU Blue Dial Silver Coloured Strap Women's Wath with Cosmic Bracelet Combo for Girls,accessories,Watches,3.9,17.0,FROZIL Analogue Pink Blue Black SKU Blue Dial Silver Coloured Strap Women's Wath with Cosmic Bracelet Combo for Girls accessories Watches
Liberty Men's Sports Shoe,men's shoes,Sports Shoes,3.6,82.0,Liberty Men's Sports Shoe men's shoes Sports Shoes
Walktrendy Womens Synthetic Pink Sandals With Heels - 8 UK (Wtwhs509_Pink_41),women's shoes,Fashion Sandals,0.0,0.0,Walktrendy Womens Synthetic Pink Sandals With Heels - 8 UK (Wtwhs509_Pink_41) women's shoes Fashion Sandals
MVMT Getaway Analog Brown Dial Women's Watch-28000130-D,accessories,Watches,3.0,2.0,MVMT Getaway Analog Brown Dial Women's Watch-28000130-D accessories Watches
Reebok Nerd Digital Gray Dial Unisex's Watch-RV-VNE-U9-PZIP-WT,accessories,Watches,0.0,0.0,Reebok Nerd Digital Gray Dial Unisex's Watch-RV-VNE-U9-PZIP-WT accessories Watches
Willing Fashion Men's Women's & Polyester Executive Bag | Money Carrying Executive Bag | Multipurpose Travel Bag |Business...,accessories,Handbags & Clutches,1.0,1.0,Willing Fashion Men's Women's & Polyester Executive Bag | Money Carrying Executive Bag | Multipurpose Travel Bag |Business... accessories Handbags & Clutches
"Goatter Womens Classic Design Tote Bag,(Brown Color) GOT-GT-07",accessories,Handbags & Clutches,0.0,0.0,"Goatter Womens Classic Design Tote Bag,(Brown Color) GOT-GT-07 accessories Handbags & Clutches"
Pepe Jeans Men's Regular Fit Shirt,men's clothing,Shirts,0.0,0.0,Pepe Jeans Men's Regular Fit Shirt men's clothing Shirts
Skechers Synthetic Mesh Regular Lace Up Men's Sport Shoes,men's shoes,Sports Shoes,0.0,0.0,Skechers Synthetic Mesh Regular Lace Up Men's Sport Shoes men's shoes Sports Shoes
TOXI Holi T-Shirt for Kids Printed Holi Hai Colorful Head Round Neck Matte Tshirts All Aizes,stores,Men's Fashion,3.4,86.0,TOXI Holi T-Shirt for Kids Printed Holi Hai Colorful Head Round Neck Matte Tshirts All Aizes stores Men's Fashion
"Philips Avent Newborn Flow Teats - Natural New Born, 1N Pack",toys & baby products,Nursing & Feeding,4.7,17.0,"Philips Avent Newborn Flow Teats - Natural New Born, 1N Pack toys & baby products Nursing & Feeding"
DPR MAKK Home APPLIANCES Dual Inverter A.C 1.5 TON 2STAR L.G,appliances,Air Conditioners,0.0,0.0,DPR MAKK Home APPLIANCES Dual Inverter A.C 1.5 TON 2STAR L.G appliances Air Conditioners
RANGOLI ART Womens And Girls Organza Silk Fabric white Colours Saree With Embroidery Sequence Work,women's clothing,Ethnic Wear,4.0,1.0,RANGOLI ART Womens And Girls Organza Silk Fabric white Colours Saree With Embroidery Sequence Work women's clothing Ethnic Wear
pluss Men Coral Checked Shirt,men's clothing,Shirts,4.0,1.0,pluss Men Coral Checked Shirt men's clothing Shirts
Gen 1 Chain Cleaner and Degreaser 150ml for Bike and Cycle,car & motorbike,Car & Bike Care,0.0,0.0,Gen 1 Chain Cleaner and Degreaser 150ml for Bike and Cycle car & motorbike Car & Bike Care
People Women's Regular Fit T-Shirt,women's clothing,Western Wear,4.6,5.0,People Women's Regular Fit T-Shirt women's clothing Western Wear
GREEN DRAGONFLY® PU Leather RFID Protected Credit Card Holder for Men & Women| Button Closure| 15 Card Holder(Blue),bags & luggage,Wallets,0.0,0.0,GREEN DRAGONFLY® PU Leather RFID Protected Credit Card Holder for Men & Women| Button Closure| 15 Card Holder(Blue) bags & luggage Wallets
Lux Inferno Men's Regular Casual Pants (Thermal Bottom_Grey,men's clothing,Innerwear,0.0,0.0,Lux Inferno Men's Regular Casual Pants (Thermal Bottom_Grey men's clothing Innerwear
"Sabates-Hidden Height Increasing Patent Leather Lace-up Casual, Loafer and Moccasine Shoes Tan",men's shoes,Formal Shoes,0.0,0.0,"Sabates-Hidden Height Increasing Patent Leather Lace-up Casual, Loafer and Moccasine Shoes Tan men's shoes Formal Shoes"
"Cucumber Baby Girls Printed Cotton Frock Pack of 3 (3-6 Months, Multicoloured-1) (3-6 Months, Multicoloured-1)",kids' fashion,Baby Fashion,3.9,29.0,"Cucumber Baby Girls Printed Cotton Frock Pack of 3 (3-6 Months, Multicoloured-1) (3-6 Months, Multicoloured-1) kids' fashion Baby Fashion"
"Mr. Merchant Gulab Mukhwas, Traditional Mouth Freshener Mukhwas Mix (Pack of 1 (300gm Jar Pack))",grocery & gourmet foods,Snack Foods,3.8,21.0,"Mr. Merchant Gulab Mukhwas, Traditional Mouth Freshener Mukhwas Mix (Pack of 1 (300gm Jar Pack)) grocery & gourmet foods Snack Foods"
"Encasa Homes Cloth Tote Bag - Strong Canvas Cotton Bag in Multi Colour | Pack of 2 with Extra Strong 13"" Handle | Holds 15...",accessories,Handbags & Clutches,0.0,0.0,"Encasa Homes Cloth Tote Bag - Strong Canvas Cotton Bag in Multi Colour | Pack of 2 with Extra Strong 13"" Handle | Holds 15... accessories Handbags & Clutches"
Tjori Women's Dark Olive Sleeveless Cotton Khadi Kurta with Dark Olive Straight Pants - Set of 2,stores,The Designer Boutique,0.0,0.0,Tjori Women's Dark Olive Sleeveless Cotton Khadi Kurta with Dark Olive Straight Pants - Set of 2 stores The Designer Boutique
Amazon Brand - Myx Women Night Suit Set,women's clothing,Clothing,4.1,230.0,Amazon Brand - Myx Women Night Suit Set women's clothing Clothing
Curia Mini Cartoon Style Fan used in all kinds of places including household and many more for producing fresh air purposes.,appliances,Heating & Cooling Appliances,0.0,0.0,Curia Mini Cartoon Style Fan used in all kinds of places including household and many more for producing fresh air purposes. appliances Heating & Cooling Appliances
"Neska Moda Set Of 2 Pair Baby Girls Booties for 3 to 6 Months (Blue,Pink)",kids' fashion,Kids' Shoes,0.0,0.0,"Neska Moda Set Of 2 Pair Baby Girls Booties for 3 to 6 Months (Blue,Pink) kids' fashion Kids' Shoes"
"Mastela� Combo Silicone Fruit Shape Teether for Baby/Toddlers/Infants/Children (Orange Apple & Peach, Pack of 3)",toys & baby products,Nursing & Feeding,4.3,27.0,"Mastela� Combo Silicone Fruit Shape Teether for Baby/Toddlers/Infants/Children (Orange Apple & Peach, Pack of 3) toys & baby products Nursing & Feeding"
Avsar 14k (585) Yellow Gold Ring for Women,accessories,Gold & Diamond Jewellery,0.0,0.0,Avsar 14k (585) Yellow Gold Ring for Women accessories Gold & Diamond Jewellery
Park Avenue Men's Slim Fit T-Shirt,men's clothing,T-shirts & Polos,4.6,5.0,Park Avenue Men's Slim Fit T-Shirt men's clothing T-shirts & Polos
Max Men Tshirt,men's clothing,T-shirts & Polos,0.0,0.0,Max Men Tshirt men's clothing T-shirts & Polos
CURREN 3480 Fashion Casual Stainless Steel Watches Womens Dress Rhinestone Quartz Wristwatch Ladies Gifts,accessories,Watches,0.0,0.0,CURREN 3480 Fashion Casual Stainless Steel Watches Womens Dress Rhinestone Quartz Wristwatch Ladies Gifts accessories Watches
HoneyDew Women's Cotton Maxi Night Gown,women's clothing,Lingerie & Nightwear,4.0,59.0,HoneyDew Women's Cotton Maxi Night Gown women's clothing Lingerie & Nightwear
Urmisa Women's Rayon Straight Kurti with Plazzo Set,women's clothing,Ethnic Wear,3.5,10.0,Urmisa Women's Rayon Straight Kurti with Plazzo Set women's clothing Ethnic Wear
PETER INDIA Men's Sling Bag (Brown),accessories,Handbags & Clutches,3.9,113.0,PETER INDIA Men's Sling Bag (Brown) accessories Handbags & Clutches
TECHNOVIEW 1080P FHD Camera Surveillance Pen Security Camera with HD Pocket Video Audio Recorder with Free OTG Cable - Black,"tv, audio & cameras",Security Cameras,4.3,4.0,"TECHNOVIEW 1080P FHD Camera Surveillance Pen Security Camera with HD Pocket Video Audio Recorder with Free OTG Cable - Black tv, audio & cameras Security Cameras"
"CARMATE Silicone Car Key Cover KC-32 Fit for ( Camry, Fortuner, Corolla, Innova )-Black",car & motorbike,Car Accessories,4.5,2.0,"CARMATE Silicone Car Key Cover KC-32 Fit for ( Camry, Fortuner, Corolla, Innova )-Black car & motorbike Car Accessories"
Protocol Men Shirt,men's clothing,Shirts,3.0,1.0,Protocol Men Shirt men's clothing Shirts
SABATES Formal Lace Up Shoes - All Seasons,men's shoes,Formal Shoes,0.0,0.0,SABATES Formal Lace Up Shoes - All Seasons men's shoes Formal Shoes
Klamotten Women's Satin Apparel (11M-32_Red_Free Size),women's clothing,Lingerie & Nightwear,3.6,177.0,Klamotten Women's Satin Apparel (11M-32_Red_Free Size) women's clothing Lingerie & Nightwear
"GIVA 925 Sterling Silver Sparkling Crown Ring, Adjustable | Rings for Women and Girls | With Certificate of Authenticity a...",accessories,Fashion & Silver Jewellery,3.2,14.0,"GIVA 925 Sterling Silver Sparkling Crown Ring, Adjustable | Rings for Women and Girls | With Certificate of Authenticity a... accessories Fashion & Silver Jewellery"
GJ Baby Baby-Boy's Regular fit Trousers,kids' fashion,Baby Fashion,0.0,0.0,GJ Baby Baby-Boy's Regular fit Trousers kids' fashion Baby Fashion
ExclusiveLane 'Owl Family' Decorative Wooden Key Holder for Home Decor Key Hangers Keychain Holder Key Stand & Key Holder ...,home & kitchen,Home Storage,4.3,23.0,ExclusiveLane 'Owl Family' Decorative Wooden Key Holder for Home Decor Key Hangers Keychain Holder Key Stand & Key Holder ... home & kitchen Home Storage
Fashion Freak Leather Credit Card Holder -Slim Minimalist Front Pocket RFID Blocking Leather Wallets for Men Women (Brown),accessories,Bags & Luggage,4.0,0.0,Fashion Freak Leather Credit Card Holder -Slim Minimalist Front Pocket RFID Blocking Leather Wallets for Men Women (Brown) accessories Bags & Luggage
Titan Karishma Analog White Dial Men's Watch-NL9315YM01/NN9315YM01,stores,Men's Fashion,4.3,228.0,Titan Karishma Analog White Dial Men's Watch-NL9315YM01/NN9315YM01 stores Men's Fashion
IMEX Men's with Patch Genuine Leather Long Wallet (Maroon),accessories,Bags & Luggage,4.0,30.0,IMEX Men's with Patch Genuine Leather Long Wallet (Maroon) accessories Bags & Luggage
Spykar Mens Skinny Fit 5 Pocket Coated Jeans,men's clothing,Jeans,3.8,35.0,Spykar Mens Skinny Fit 5 Pocket Coated Jeans men's clothing Jeans
Tejvij And Sons 3 to 12.50 ratti Original Aquamarine Stone 3 ratti Aquamarine Stone with Certificate for Unisex,kids' fashion,Kids' Fashion,3.3,9.0,Tejvij And Sons 3 to 12.50 ratti Original Aquamarine Stone 3 ratti Aquamarine Stone with Certificate for Unisex kids' fashion Kids' Fashion
"BATA Men Arturo Slip ON Formal Shoes, Brown, (8514185)",men's shoes,Formal Shoes,3.6,6.0,"BATA Men Arturo Slip ON Formal Shoes, Brown, (8514185) men's shoes Formal Shoes"
"New Jersey Travellers Polyester Soft-Side 66cm Medium Check-in Luggage Trolley Bag... (66cm) (66, Black-Red)",accessories,Bags & Luggage,3.6,4.0,"New Jersey Travellers Polyester Soft-Side 66cm Medium Check-in Luggage Trolley Bag... (66cm) (66, Black-Red) accessories Bags & Luggage"
Axter Men's Multi-Coloured Canvas Casual Shoes/Loafers - Pack of 2 (Combo-(2)-397-5014),men's shoes,Casual Shoes,3.6,21.0,Axter Men's Multi-Coloured Canvas Casual Shoes/Loafers - Pack of 2 (Combo-(2)-397-5014) men's shoes Casual Shoes
"Skream Black Oversized Self Love Club Graphic Printed T-Shirt for Men, Relaxed Fit Typography Printed T-Shirt, Y2K T-Shirt",men's clothing,T-shirts & Polos,0.0,0.0,"Skream Black Oversized Self Love Club Graphic Printed T-Shirt for Men, Relaxed Fit Typography Printed T-Shirt, Y2K T-Shirt men's clothing T-shirts & Polos"
"SanDisk Extreme microSD Card for Mobile Gaming, 4K Video, 160MB/s R/90MB/s 256GB, SDSQXA1-256G-GN6GN","tv, audio & cameras",Camera Accessories,4.5,0.0,"SanDisk Extreme microSD Card for Mobile Gaming, 4K Video, 160MB/s R/90MB/s 256GB, SDSQXA1-256G-GN6GN tv, audio & cameras Camera Accessories"
"LOOT-LEY DELUXE Heigh Quality Tower Fan with 25 Feet Air Delivery, 4 Way Air Flow, High Speed, Anti Rust Body (Black)",appliances,Heating & Cooling Appliances,1.0,1.0,"LOOT-LEY DELUXE Heigh Quality Tower Fan with 25 Feet Air Delivery, 4 Way Air Flow, High Speed, Anti Rust Body (Black) appliances Heating & Cooling Appliances"
Lino Perros Women's Faux Leather Handbag,accessories,Bags & Luggage,4.3,0.0,Lino Perros Women's Faux Leather Handbag accessories Bags & Luggage
"HIKVISION 5 MP Dome Turret Camera DS-2CE71H0T-PIRLO, Compatible with J.K.Vision BNC","tv, audio & cameras",Security Cameras,2.8,2.0,"HIKVISION 5 MP Dome Turret Camera DS-2CE71H0T-PIRLO, Compatible with J.K.Vision BNC tv, audio & cameras Security Cameras"
"TECVITY® Remote No.N2QAYB001194 for, PANASONIC LED TV","tv, audio & cameras",Home Entertainment Systems,4.3,55.0,"TECVITY® Remote No.N2QAYB001194 for, PANASONIC LED TV tv, audio & cameras Home Entertainment Systems"
Campus Sutra Men's Regular Fit Casual Shirt,men's clothing,Shirts,3.3,36.0,Campus Sutra Men's Regular Fit Casual Shirt men's clothing Shirts
Kopykat Women's Fourway Lycra High Waist Sports Shorts Tights,women's clothing,Clothing,3.8,122.0,Kopykat Women's Fourway Lycra High Waist Sports Shorts Tights women's clothing Clothing
DISHIS 14k BIS Hallmark Yellow Gold and certified Diamond Mangalsutra for Women Mangalsutra for Women,accessories,Gold & Diamond Jewellery,0.0,0.0,DISHIS 14k BIS Hallmark Yellow Gold and certified Diamond Mangalsutra for Women Mangalsutra for Women accessories Gold & Diamond Jewellery
"Pepe Jeans All Over Print Cotton Breifs Innerwear, Underwear for Men - M (Pack of 1)",men's clothing,Innerwear,0.0,0.0,"Pepe Jeans All Over Print Cotton Breifs Innerwear, Underwear for Men - M (Pack of 1) men's clothing Innerwear"
"Men's Slim Fit Denim Low Rise Jeans (Black, 42)-PID42906",men's clothing,Jeans,0.0,0.0,"Men's Slim Fit Denim Low Rise Jeans (Black, 42)-PID42906 men's clothing Jeans"
Wireless Bluetooth Headphones Earphones for vivo Y16 / vivo Y 16 Original Sports Bluetooth Wireless Earphone with Deep Bas...,"tv, audio & cameras",Headphones,0.0,0.0,"Wireless Bluetooth Headphones Earphones for vivo Y16 / vivo Y 16 Original Sports Bluetooth Wireless Earphone with Deep Bas... tv, audio & cameras Headphones"
